Rental_state,Start,End,Revenue,Distance,duration_minute,revenue_minute,revenue_km,car_id,battery_left,profitable_minutes,Incentive20,Incentive15,Incentive10,Incentive5
RED,2017-06-22 13:16:30.690,2017-06-22 13:43:36.917,5.36,11,27.103783333333336,0.1977583695265175,0.4872727272727273,8,33.5,75.29426666666666,55.29426666666666,60.29426666666666,65.29426666666666,70.29426666666666
RED,2017-06-22 13:45:31.445,2017-06-22 14:03:19.349,4.69,4,17.7984,0.26350683207479325,1.1725,8,31.5,93.09266666666667,73.09266666666667,78.09266666666667,83.09266666666667,88.09266666666667
RED,2017-06-22 15:41:16.332,2017-06-22 16:02:04.244,4.24,5,20.798533333333335,0.20386052862701856,0.8480000000000001,8,29.0,113.89120000000003,93.89120000000003,98.89120000000003,103.89120000000003,108.89120000000003
RED,2017-06-22 16:45:13.342,2017-06-22 17:25:56.167,7.57,10,40.71375,0.18593227103865403,0.757,8,24.0,154.60495000000003,134.60495000000003,139.60495000000003,144.60495000000003,149.60495000000003
RED,2017-06-22 17:27:51.877,2017-06-22 17:36:06.932,1.61,1,8.250916666666667,0.19512983405884196,1.61,8,23.5,162.85586666666666,142.85586666666666,147.85586666666666,152.85586666666666,157.85586666666666
RED,2017-06-24 18:29:58.999,2017-06-24 18:48:23.333,3.83,7,18.40556666666667,0.2080892193847151,0.5471428571428572,8,64.0,11.210383333333311,-8.789616666666689,-3.7896166666666886,1.2103833333333114,6.210383333333311
RED,2017-06-24 19:46:12.301,2017-06-24 19:52:40.856,1.21,1,6.4759166666666665,0.1868461350387976,1.21,8,63.5,17.68629999999996,-2.31370000000004,2.68629999999996,7.68629999999996,12.68629999999996
RED,2017-06-24 21:17:16.792,2017-06-24 21:26:40.175,1.82,5,9.389716666666667,0.19382906477476247,0.364,8,61.0,27.076016666666646,7.076016666666646,12.076016666666646,17.076016666666646,22.076016666666646
RED,2017-06-24 22:13:03.310,2017-06-24 22:24:26.414,2.42,4,11.385066666666667,0.2125591417997845,0.605,8,59.0,38.46108333333336,18.461083333333363,23.461083333333363,28.461083333333363,33.46108333333336
RED,2017-06-24 23:03:17.723,2017-06-24 23:19:36.055,3.43,8,16.305533333333333,0.21035803796666164,0.42875,8,55.0,54.766616666666664,34.766616666666664,39.766616666666664,44.766616666666664,49.766616666666664
